Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2017-01-01;102.9333;2.90;0.00;Cuyo
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2017-01-01;110.3184;10.30;0.00;Patagonia
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2017-01-01;100.8374;0.80;0.00;Pampeana
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2017-01-01;101.4132;1.40;0.00;Noreste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2017-01-01;100.4121;0.40;0.00;Noroeste
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2017-01-01;101.2098;1.20;0.00;Cuyo
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2017-01-01;101.0684;1.10;0.00;Patagonia
06;Salud;Nivel general y divisiones COICOP;2017-01-01;103.1538;3.20;0.00;Pampeana
06;Salud;Nivel general y divisiones COICOP;2017-01-01;102.5966;2.60;0.00;Noreste
06;Salud;Nivel general y divisiones COICOP;2017-01-01;102.7132;2.70;0.00;Noroeste
06;Salud;Nivel general y divisiones COICOP;2017-01-01;103.1395;3.10;0.00;Cuyo
06;Salud;Nivel general y divisiones COICOP;2017-01-01;104.7253;4.70;0.00;Patagonia
07;Transporte;Nivel general y divisiones COICOP;2017-01-01;102.4339;2.40;0.00;Pampeana
07;Transporte;Nivel general y divisiones COICOP;2017-01-01;100.3463;0.30;0.00;Noreste
07;Transporte;Nivel general y divisiones COICOP;2017-01-01;102.928;2.90;0.00;Noroeste
07;Transporte;Nivel general y divisiones COICOP;2017-01-01;102.6271;2.60;0.00;Cuyo
07;Transporte;Nivel general y divisiones COICOP;2017-01-01;102.4768;2.50;0.00;Patagonia
08;Comunicaci�n;Nivel general y divisiones COICOP;2017-01-01;102.0782;2.10;0.00;Pampeana
08;Comunicaci�n;Nivel general y divisiones COICOP;2017-01-01;102.7252;2.70;0.00;Noreste
08;Comunicaci�n;Nivel general y divisiones COICOP;2017-01-01;104.1098;4.10;0.00;Noroeste
08;Comunicaci�n;Nivel general y divisiones COICOP;2017-01-01;102.7973;2.80;0.00;Cuyo
08;Comunicaci�n;Nivel general y divisiones COICOP;2017-01-01;101.6649;1.70;0.00;Patagonia
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2017-01-01;103.5814;3.60;0.00;Pampeana
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2017-01-01;103.633;3.60;0.00;Noreste
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2017-01-01;103.4112;3.40;0.00;Noroeste
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2017-01-01;101.494;1.50;0.00;Cuyo
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2017-01-01;100.9612;1.00;0.00;Patagonia
10;Educaci�n;Nivel general y divisiones COICOP;2017-01-01;100.3682;0.40;0.00;Pampeana
10;Educaci�n;Nivel general y divisiones COICOP;2017-01-01;101.6601;1.70;0.00;Noreste
10;Educaci�n;Nivel general y divisiones COICOP;2017-01-01;100.5123;0.50;0.00;Noroeste
10;Educaci�n;Nivel general y divisiones COICOP;2017-01-01;100;0.00;0.00;Cuyo
10;Educaci�n;Nivel general y divisiones COICOP;2017-01-01;106.9917;7.00;0.00;Patagonia
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2017-01-01;103.1259;3.10;0.00;Pampeana
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2017-01-01;104.2939;4.30;0.00;Noreste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2017-01-01;102.48;2.50;0.00;Noroeste
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2017-01-01;101.8587;1.90;0.00;Cuyo
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2017-01-01;102.2654;2.30;0.00;Patagonia
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2017-01-01;101.5745;1.60;0.00;Pampeana
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2017-01-01;102.0562;2.10;0.00;Noreste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2017-01-01;102.0385;2.00;0.00;Noroeste
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2017-01-01;102.0274;2.00;0.00;Cuyo
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2017-01-01;102.4839;2.50;0.00;Patagonia
01.1;Alimentos;Grupos;2017-01-01;101.2508;1.30;0.00;Pampeana
01.1;Alimentos;Grupos;2017-01-01;101.7363;1.70;0.00;Noreste
01.1;Alimentos;Grupos;2017-01-01;100.952;1.00;0.00;Noroeste
01.1;Alimentos;Grupos;2017-01-01;101.1509;1.20;0.00;Cuyo
01.1;Alimentos;Grupos;2017-01-01;100.8016;0.80;0.00;Patagonia
01.2;Bebidas no alcoh�licas;Grupos;2017-01-01;101.9154;1.90;0.00;Pampeana
01.2;Bebidas no alcoh�licas;Grupos;2017-01-01;101.7;1.70;0.00;Noreste
01.2;Bebidas no alcoh�licas;Grupos;2017-01-01;101.5901;1.60;0.00;Noroeste
01.2;Bebidas no alcoh�licas;Grupos;2017-01-01;104.0648;4.10;0.00;Cuyo
01.2;Bebidas no alcoh�licas;Grupos;2017-01-01;102.2955;2.30;0.00;Patagonia
02.1;Bebidas alcoh�licas;Grupos;2017-01-01;102.71;2.70;0.00;Pampeana
02.1;Bebidas alcoh�licas;Grupos;2017-01-01;101.3837;1.40;0.00;Noreste
02.1;Bebidas alcoh�licas;Grupos;2017-01-01;103.0657;3.10;0.00;Noroeste
02.1;Bebidas alcoh�licas;Grupos;2017-01-01;103.3679;3.40;0.00;Cuyo
02.1;Bebidas alcoh�licas;Grupos;2017-01-01;102.9748;3.00;0.00;Patagonia
02.2;Tabaco;Grupos;2017-01-01;100.0642;0.10;0.00;Pampeana
02.2;Tabaco;Grupos;2017-01-01;100.0016;0.00;0.00;Noreste
02.2;Tabaco;Grupos;2017-01-01;100.0016;0.00;0.00;Noroeste
02.2;Tabaco;Grupos;2017-01-01;100.0045;0.00;0.00;Cuyo
02.2;Tabaco;Grupos;2017-01-01;100.0028;0.00;0.00;Patagonia
03.1;Prendas de vestir y materiales;Grupos;2017-01-01;99.6196;-0.40;0.00;Pampeana
03.1;Prendas de vestir y materiales;Grupos;2017-01-01;100.6044;0.60;0.00;Noreste
03.1;Prendas de vestir y materiales;Grupos;2017-01-01;99.987;0.00;0.00;Noroeste
03.1;Prendas de vestir y materiales;Grupos;2017-01-01;99.3201;-0.70;0.00;Cuyo
03.1;Prendas de vestir y materiales;Grupos;2017-01-01;100.4672;0.50;0.00;Patagonia
03.2;Calzado;Grupos;2017-01-01;99.7276;-0.30;0.00;Pampeana
03.2;Calzado;Grupos;2017-01-01;99.5825;-0.40;0.00;Noreste
03.2;Calzado;Grupos;2017-01-01;101.5227;1.50;0.00;Noroeste
03.2;Calzado;Grupos;2017-01-01;101.3966;1.40;0.00;Cuyo
03.2;Calzado;Grupos;2017-01-01;101.9496;1.90;0.00;Patagonia
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2017-01-01;101.6656;1.70;0.00;Pampeana
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2017-01-01;104.8111;4.80;0.00;Noreste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2017-01-01;102.1901;2.20;0.00;Noroeste
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2017-01-01;103.797;3.80;0.00;Cuyo
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2017-01-01;102.8171;2.80;0.00;Patagonia
04.5;Electricidad, gas y otros combustibles;Grupos;2017-01-01;102.0596;2.10;0.00;Pampeana
04.5;Electricidad, gas y otros combustibles;Grupos;2017-01-01;99.4922;-0.50;0.00;Noreste
04.5;Electricidad, gas y otros combustibles;Grupos;2017-01-01;101.4549;1.50;0.00;Noroeste
04.5;Electricidad, gas y otros combustibles;Grupos;2017-01-01;100.0424;0.00;0.00;Cuyo
04.5;Electricidad, gas y otros combustibles;Grupos;2017-01-01;114.9269;14.90;0.00;Patagonia
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2017-01-01;101.0573;1.10;0.00;Pampeana
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2017-01-01;100.8856;0.90;0.00;Noreste
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2017-01-01;100.6625;0.70;0.00;Noroeste
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2017-01-01;101.2687;1.30;0.00;Cuyo
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2017-01-01;101.2386;1.20;0.00;Patagonia
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2017-01-01;103.5161;3.50;0.00;Pampeana
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2017-01-01;103.6205;3.60;0.00;Noreste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2017-01-01;103.5035;3.50;0.00;Noroeste
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2017-01-01;103.8069;3.80;0.00;Cuyo
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2017-01-01;105.0765;5.10;0.00;Patagonia
07.1;Adquisici�n de veh�culos;Grupos;2017-01-01;101.3627;1.40;0.00;Pampeana
07.1;Adquisici�n de veh�culos;Grupos;2017-01-01;101.4184;1.40;0.00;Noreste
07.1;Adquisici�n de veh�culos;Grupos;2017-01-01;101.507;1.50;0.00;Noroeste
07.1;Adquisici�n de veh�culos;Grupos;2017-01-01;101.3379;1.30;0.00;Cuyo
07.1;Adquisici�n de veh�culos;Grupos;2017-01-01;101.087;1.10;0.00;Patagonia
07.2;Funcionamiento de equipos de transporte personal;Grupos;2017-01-01;102.5025;2.50;0.00;Pampeana
07.2;Funcionamiento de equipos de transporte personal;Grupos;2017-01-01;99.7647;-0.20;0.00;Noreste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2017-01-01;103.0711;3.10;0.00;Noroeste
07.2;Funcionamiento de equipos de transporte personal;Grupos;2017-01-01;102.5936;2.60;0.00;Cuyo
07.2;Funcionamiento de equipos de transporte personal;Grupos;2017-01-01;103.8832;3.90;0.00;Patagonia
07.3;Transporte p�blico;Grupos;2017-01-01;103.8053;3.80;0.00;Pampeana
07.3;Transporte p�blico;Grupos;2017-01-01;100.2958;0.30;0.00;Noreste
07.3;Transporte p�blico;Grupos;2017-01-01;103.6108;3.60;0.00;Noroeste
07.3;Transporte p�blico;Grupos;2017-01-01;104.4175;4.40;0.00;Cuyo
07.3;Transporte p�blico;Grupos;2017-01-01;101.7793;1.80;0.00;Patagonia
08.3;Servicios de telefon�a e internet;Grupos;2017-01-01;102.1133;2.10;0.00;Pampeana
08.3;Servicios de telefon�a e internet;Grupos;2017-01-01;102.9493;2.90;0.00;Noreste
08.3;Servicios de telefon�a e internet;Grupos;2017-01-01;104.3165;4.30;0.00;Noroeste
08.3;Servicios de telefon�a e internet;Grupos;2017-01-01;102.785;2.80;0.00;Cuyo
08.3;Servicios de telefon�a e internet;Grupos;2017-01-01;101.5584;1.60;0.00;Patagonia
09.4;Servicios recreativos y culturales;Grupos;2017-01-01;104.4378;4.40;0.00;Pampeana
09.4;Servicios recreativos y culturales;Grupos;2017-01-01;105.1661;5.20;0.00;Noreste
09.4;Servicios recreativos y culturales;Grupos;2017-01-01;105.4733;5.50;0.00;Noroeste
09.4;Servicios recreativos y culturales;Grupos;2017-01-01;102.4171;2.40;0.00;Cuyo
09.4;Servicios recreativos y culturales;Grupos;2017-01-01;102.4184;2.40;0.00;Patagonia
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2017-01-01;102.3347;2.30;0.00;Pampeana
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2017-01-01;102.0618;2.10;0.00;Noreste
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2017-01-01;102.5176;2.50;0.00;Noroeste
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2017-01-01;102.17;2.20;0.00;Cuyo
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2017-01-01;101.7276;1.70;0.00;Patagonia
11.1;Restaurantes y comidas fuera del hogar;Grupos;2017-01-01;102.465;2.50;0.00;Pampeana
11.1;Restaurantes y comidas fuera del hogar;Grupos;2017-01-01;103.8556;3.90;0.00;Noreste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2017-01-01;102.0506;2.10;0.00;Noroeste
11.1;Restaurantes y comidas fuera del hogar;Grupos;2017-01-01;100.8187;0.80;0.00;Cuyo
11.1;Restaurantes y comidas fuera del hogar;Grupos;2017-01-01;101.5711;1.60;0.00;Patagonia
12.1;Cuidado personal;Grupos;2017-01-01;101.894;1.90;0.00;Pampeana
12.1;Cuidado personal;Grupos;2017-01-01;101.9754;2.00;0.00;Noreste
12.1;Cuidado personal;Grupos;2017-01-01;101.3387;1.30;0.00;Noroeste
12.1;Cuidado personal;Grupos;2017-01-01;101.8622;1.90;0.00;Cuyo
12.1;Cuidado personal;Grupos;2017-01-01;101.855;1.90;0.00;Patagonia
01.1.1;Pan y cereales;Clase;2017-01-01;101.4273;1.40;0.00;Pampeana
01.1.1;Pan y cereales;Clase;2017-01-01;101.7136;1.70;0.00;Noreste
01.1.1;Pan y cereales;Clase;2017-01-01;98.8728;-1.10;0.00;Noroeste
01.1.1;Pan y cereales;Clase;2017-01-01;101.6816;1.70;0.00;Cuyo
01.1.1;Pan y cereales;Clase;2017-01-01;100.813;0.80;0.00;Patagonia
01.1.2;Carnes y derivados;Clase;2017-01-01;99.6767;-0.30;0.00;Pampeana
01.1.2;Carnes y derivados;Clase;2017-01-01;100.2153;0.20;0.00;Noreste
01.1.2;Carnes y derivados;Clase;2017-01-01;100.0957;0.10;0.00;Noroeste
01.1.2;Carnes y derivados;Clase;2017-01-01;100.1244;0.10;0.00;Cuyo
01.1.2;Carnes y derivados;Clase;2017-01-01;100.3196;0.30;0.00;Patagonia
01.1.4;Leche, productos l�cteos y huevos;Clase;2017-01-01;102.4307;2.40;0.00;Pampeana
01.1.4;Leche, productos l�cteos y huevos;Clase;2017-01-01;102.9346;2.90;0.00;Noreste
01.1.4;Leche, productos l�cteos y huevos;Clase;2017-01-01;102.3191;2.30;0.00;Noroeste
01.1.4;Leche, productos l�cteos y huevos;Clase;2017-01-01;102.0523;2.10;0.00;Cuyo
01.1.4;Leche, productos l�cteos y huevos;Clase;2017-01-01;102.2292;2.20;0.00;Patagonia
01.1.5;Aceites, grasas y manteca;Clase;2017-01-01;102.4618;2.50;0.00;Pampeana
01.1.5;Aceites, grasas y manteca;Clase;2017-01-01;101.8631;1.90;0.00;Noreste
01.1.5;Aceites, grasas y manteca;Clase;2017-01-01;105.3914;5.40;0.00;Noroeste
01.1.5;Aceites, grasas y manteca;Clase;2017-01-01;104.4466;4.40;0.00;Cuyo
01.1.5;Aceites, grasas y manteca;Clase;2017-01-01;103.9494;3.90;0.00;Patagonia
01.1.6;Frutas;Clase;2017-01-01;103.2219;3.20;0.00;Pampeana
01.1.6;Frutas;Clase;2017-01-01;103.6335;3.60;0.00;Noreste
01.1.6;Frutas;Clase;2017-01-01;103.0886;3.10;0.00;Noroeste
01.1.6;Frutas;Clase;2017-01-01;102.9104;2.90;0.00;Cuyo
01.1.6;Frutas;Clase;2017-01-01;101.9182;1.90;0.00;Patagonia
01.1.7;Verduras, tub�rculos y legumbres;Clase;2017-01-01;102.9241;2.90;0.00;Pampeana
01.1.7;Verduras, tub�rculos y legumbres;Clase;2017-01-01;104.9004;4.90;0.00;Noreste
01.1.7;Verduras, tub�rculos y legumbres;Clase;2017-01-01;103.5354;3.50;0.00;Noroeste
01.1.7;Verduras, tub�rculos y legumbres;Clase;2017-01-01;100.4237;0.40;0.00;Cuyo
01.1.7;Verduras, tub�rculos y legumbres;Clase;2017-01-01;98.1089;-1.90;0.00;Patagonia
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2017-01-01;101.6897;1.70;0.00;Pampeana
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2017-01-01;102.7023;2.70;0.00;Noreste
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2017-01-01;103.2973;3.30;0.00;Noroeste
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2017-01-01;102.6788;2.70;0.00;Cuyo
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2017-01-01;103.3863;3.40;0.00;Patagonia
01.2.1;Caf�, t�, yerba y cacao;Clase;2017-01-01;102.7804;2.80;0.00;Pampeana
01.2.1;Caf�, t�, yerba y cacao;Clase;2017-01-01;101.5488;1.50;0.00;Noreste
01.2.1;Caf�, t�, yerba y cacao;Clase;2017-01-01;101.2316;1.20;0.00;Noroeste
01.2.1;Caf�, t�, yerba y cacao;Clase;2017-01-01;103.0007;3.00;0.00;Cuyo
01.2.1;Caf�, t�, yerba y cacao;Clase;2017-01-01;103.1515;3.20;0.00;Patagonia
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2017-01-01;101.5752;1.60;0.00;Pampeana
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2017-01-01;101.7519;1.80;0.00;Noreste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2017-01-01;101.6513;1.70;0.00;Noroeste
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2017-01-01;104.3737;4.40;0.00;Cuyo
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2017-01-01;101.9938;2.00;0.00;Patagonia
04.1.1;Alquiler de la vivienda;Clase;2017-01-01;102.186;2.20;0.00;Pampeana
04.1.1;Alquiler de la vivienda;Clase;2017-01-01;105.4276;5.40;0.00;Noreste
04.1.1;Alquiler de la vivienda;Clase;2017-01-01;102.6262;2.60;0.00;Noroeste
04.1.1;Alquiler de la vivienda;Clase;2017-01-01;104.0926;4.10;0.00;Cuyo
04.1.1;Alquiler de la vivienda;Clase;2017-01-01;102.9396;2.90;0.00;Patagonia
06.4.1;Gastos de prepagas;Clase;2017-01-01;102.0475;2.00;0.00;Pampeana
06.4.1;Gastos de prepagas;Clase;2017-01-01;101.3112;1.30;0.00;Noreste
06.4.1;Gastos de prepagas;Clase;2017-01-01;100.6347;0.60;0.00;Noroeste
06.4.1;Gastos de prepagas;Clase;2017-01-01;99.8932;-0.10;0.00;Cuyo
06.4.1;Gastos de prepagas;Clase;2017-01-01;101.2825;1.30;0.00;Patagonia
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2017-01-01;102.6366;2.60;0.00;Pampeana
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2017-01-01;99.509;-0.50;0.00;Noreste
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2017-01-01;103.364;3.40;0.00;Noroeste
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2017-01-01;102.8179;2.80;0.00;Cuyo
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2017-01-01;104.4497;4.40;0.00;Patagonia
0;Nivel general;Nivel general y divisiones COICOP;2017-01-01;101.313;1.30;0.00;GBA
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2017-01-01;101.3069;1.30;0.00;GBA
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2017-01-01;100.5008;0.50;0.00;GBA
03;Prendas de vestir y calzado;Nivel general y divisiones COICOP;2017-01-01;97.8719;-2.10;0.00;GBA
04;Vivienda, agua, electricidad, gas y otros combustibles;Nivel general y divisiones COICOP;2017-01-01;99.9812;0.00;0.00;GBA
05;Equipamiento y mantenimiento del hogar;Nivel general y divisiones COICOP;2017-01-01;100.8651;0.90;0.00;GBA
06;Salud;Nivel general y divisiones COICOP;2017-01-01;101.3559;1.40;0.00;GBA
07;Transporte;Nivel general y divisiones COICOP;2017-01-01;101.7583;1.80;0.00;GBA
08;Comunicaci�n;Nivel general y divisiones COICOP;2017-01-01;103.8174;3.80;0.00;GBA
09;Recreaci�n y cultura;Nivel general y divisiones COICOP;2017-01-01;103.243;3.20;0.00;GBA
10;Educaci�n;Nivel general y divisiones COICOP;2017-01-01;100.4869;0.50;0.00;GBA
11;Restaurantes y hoteles;Nivel general y divisiones COICOP;2017-01-01;103.2868;3.30;0.00;GBA
12;Bienes y servicios varios;Nivel general y divisiones COICOP;2017-01-01;102.117;2.10;0.00;GBA
01.1;Alimentos;Grupos;2017-01-01;101.2848;1.30;0.00;GBA
01.2;Bebidas no alcoh�licas;Grupos;2017-01-01;101.4518;1.50;0.00;GBA
02.1;Bebidas alcoh�licas;Grupos;2017-01-01;101.152;1.20;0.00;GBA
02.2;Tabaco;Grupos;2017-01-01;100.0013;0.00;0.00;GBA
03.1;Prendas de vestir y materiales;Grupos;2017-01-01;97.3044;-2.70;0.00;GBA
03.2;Calzado;Grupos;2017-01-01;99.5435;-0.50;0.00;GBA
04.1;Alquiler de la vivienda y gastos conexos;Grupos;2017-01-01;99.252;-0.70;0.00;GBA
04.3;Mantenimiento y reparaci�n de la vivienda;Grupos;2017-01-01;103.447;3.40;0.00;GBA
04.5;Electricidad, gas y otros combustibles;Grupos;2017-01-01;99.9653;0.00;0.00;GBA
05.6;Bienes y servicios para la conservaci�n del hogar;Grupos;2017-01-01;100.6718;0.70;0.00;GBA
06.1;Productos medicinales, artefactos y equipos para la salud;Grupos;2017-01-01;102.0863;2.10;0.00;GBA
07.1;Adquisici�n de veh�culos;Grupos;2017-01-01;102.7677;2.80;0.00;GBA
07.2;Funcionamiento de equipos de transporte personal;Grupos;2017-01-01;102.1809;2.20;0.00;GBA
07.3;Transporte p�blico;Grupos;2017-01-01;100.6017;0.60;0.00;GBA
08.3;Servicios de telefon�a e internet;Grupos;2017-01-01;103.8511;3.90;0.00;GBA
09.1;Equipos audiovisuales, fotogr�ficos y de procesamiento de la informaci�n;Grupos;2017-01-01;101.4745;1.50;0.00;GBA
09.4;Servicios recreativos y culturales;Grupos;2017-01-01;103.9842;4.00;0.00;GBA
09.5;Peri�dicos, diarios, revistas, libros y art�culos de papeler�a;Grupos;2017-01-01;102.3552;2.40;0.00;GBA
11.1;Restaurantes y comidas fuera del hogar;Grupos;2017-01-01;102.273;2.30;0.00;GBA
12.1;Cuidado personal;Grupos;2017-01-01;101.4831;1.50;0.00;GBA
01.1.1;Pan y cereales;Clase;2017-01-01;101.5263;1.50;0.00;GBA
01.1.2;Carnes y derivados;Clase;2017-01-01;98.9006;-1.10;0.00;GBA
01.1.4;Leche, productos l�cteos y huevos;Clase;2017-01-01;102.1541;2.20;0.00;GBA
01.1.5;Aceites, grasas y manteca;Clase;2017-01-01;101.683;1.70;0.00;GBA
01.1.6;Frutas;Clase;2017-01-01;103.5925;3.60;0.00;GBA
01.1.7;Verduras, tub�rculos y legumbres;Clase;2017-01-01;104.6613;4.70;0.00;GBA
01.1.8;Az�car, dulces, chocolate, golosinas, etc.;Clase;2017-01-01;101.9364;1.90;0.00;GBA
01.2.1;Caf�, t�, yerba y cacao;Clase;2017-01-01;101.4362;1.40;0.00;GBA
01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;2017-01-01;101.4562;1.50;0.00;GBA
04.1.1;Alquiler de la vivienda;Clase;2017-01-01;102.0834;2.10;0.00;GBA
06.4.1;Gastos de prepagas;Clase;2017-01-01;100;0.00;0.00;GBA
07.2.2;Combustibles y lubricantes para veh�culos de uso del hogar;Clase;2017-01-01;102.5154;2.50;0.00;GBA
0;Nivel general;Nivel general y divisiones COICOP;2017-02-01;103.5312;1.70;0.00;Pampeana
0;Nivel general;Nivel general y divisiones COICOP;2017-02-01;103.4617;1.80;0.00;Noreste
0;Nivel general;Nivel general y divisiones COICOP;2017-02-01;103.7115;2.10;0.00;Noroeste
0;Nivel general;Nivel general y divisiones COICOP;2017-02-01;103.2652;1.50;0.00;Cuyo
0;Nivel general;Nivel general y divisiones COICOP;2017-02-01;104.2827;1.70;0.00;Patagonia
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2017-02-01;103.0905;1.70;0.00;Pampeana
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2017-02-01;103.3712;1.60;0.00;Noreste
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2017-02-01;103.8789;2.80;0.00;Noroeste
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2017-02-01;103.2726;1.80;0.00;Cuyo
01;Alimentos y bebidas no alcoh�licas;Nivel general y divisiones COICOP;2017-02-01;102.2499;1.30;0.00;Patagonia
02;Bebidas alcoh�licas y tabaco;Nivel general y divisiones COICOP;2017-02-01;105.2329;3.90;0.00;Pampeana
